1.58562E+18,新型冠状病毒肺炎,Disease,传播途径,,经呼吸道飞沫,,0,新型冠状病毒肺炎诊疗方案（试行第八版）
1.58562E+18,新型冠状病毒肺炎,Disease,传播途径,,密切接触传播,,0,新型冠状病毒肺炎诊疗方案（试行第八版）
1.58562E+18,新型冠状病毒肺炎,Disease,传播途径,,气溶胶传播,,0,新型冠状病毒肺炎诊疗方案（试行第八版）
1.58562E+18,新型冠状病毒,organism,灭活物质,1.56768E+18,乙醚,substance,0,新型冠状病毒肺炎诊疗方案（试行第八版）
1.58562E+18,新型冠状病毒,organism,灭活物质,1.60466E+18,75%乙醇,substance,0,新型冠状病毒肺炎诊疗方案（试行第八版）
1.58562E+18,新型冠状病毒,organism,灭活物质,1.60466E+18,含氯消毒剂,substance,0,新型冠状病毒肺炎诊疗方案（试行第八版）
1.58562E+18,新型冠状病毒,organism,灭活物质,1.56768E+18,氯仿,substance,0,新型冠状病毒肺炎诊疗方案（试行第八版）
1.58562E+18,新型冠状病毒肺炎,Disease,形态学改变,1.60466E+18,肺脏呈不同程度的实变,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）
1.58562E+18,新型冠状病毒肺炎,Disease,形态学改变,1.60466E+18,弥漫性肺泡损伤,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）
1.58562E+18,新型冠状病毒肺炎,Disease,形态学改变,1.60466E+18,渗出性肺泡炎,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）
1.58562E+18,新型冠状病毒,organism,灭活物质,1.56768E+18,过氧乙酸,substance,0,新型冠状病毒肺炎诊疗方案（试行第八版）
1.58562E+18,新型冠状病毒肺炎,Disease,形态学改变,1.60466E+18,肺泡隔充血,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）
1.58562E+18,新型冠状病毒肺炎,Disease,形态学改变,1.60466E+18,肺泡腔内见浆液,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）
1.58562E+18,新型冠状病毒肺炎,Disease,形态学改变,1.60466E+18,肺泡腔内见纤维蛋白性渗出物,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）
1.58562E+18,新型冠状病毒肺炎,Disease,形态学改变,1.60466E+18,肺泡腔内透明膜形成,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）
1.58562E+18,新型冠状病毒肺炎,Disease,形态学改变,1.60466E+18,II型肺泡上皮细胞增生,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）
1.58562E+18,新型冠状病毒肺炎,Disease,形态学改变,1.60466E+18,肺泡隔水肿,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）
1.58562E+18,新型冠状病毒肺炎,Disease,形态学改变,1.60466E+18,肺泡隔单核细胞浸润,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）
1.58562E+18,新型冠状病毒肺炎,Disease,形态学改变,1.60466E+18,肺泡隔淋巴细胞浸润,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）
1.58562E+18,新型冠状病毒肺炎,Disease,形态学改变,1.60466E+18,少数肺泡过度充气,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）
1.58562E+18,新型冠状病毒肺炎,Disease,形态学改变,1.60466E+18,肺泡隔断裂,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）
1.58562E+18,新型冠状病毒肺炎,Disease,形态学改变,1.60466E+18,肺泡隔囊腔形成,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）
1.58562E+18,新型冠状病毒肺炎,Disease,形态学改变,1.60466E+18,肺内各级支气管黏膜部分上皮脱落,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）
1.58562E+18,新型冠状病毒肺炎,Disease,形态学改变,1.60466E+18,肺内各级支气管腔内可见渗出物和黏液,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）
1.58562E+18,新型冠状病毒肺炎,Disease,形态学改变,1.60466E+18,小支气管黏液栓形成,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）
1.58562E+18,新型冠状病毒肺炎,Disease,形态学改变,1.60466E+18,细支气管黏液栓形成,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）
1.58562E+18,新型冠状病毒肺炎,Disease,形态学改变,1.60466E+18,肺血管炎,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）
1.58562E+18,新型冠状病毒肺炎,Disease,形态学改变,1.60466E+18,肺血栓形成,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）
1.58562E+18,新型冠状病毒肺炎,Disease,形态学改变,1.60466E+18,肺血栓栓塞,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）
1.58562E+18,新型冠状病毒肺炎,Disease,形态学改变,1.60466E+18,肺组织灶性出血,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）
1.58562E+18,新型冠状病毒肺炎,Disease,形态学改变,1.60466E+18,肺组织出血性梗死,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）
1.58562E+18,新型冠状病毒肺炎,Disease,形态学改变,1.60466E+18,肺细菌感染,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）
1.58562E+18,新型冠状病毒肺炎,Disease,形态学改变,1.60466E+18,肺真菌感染,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）
1.58562E+18,新型冠状病毒肺炎,Disease,形态学改变,1.60466E+18,肺泡腔渗出物机化,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）
1.58562E+18,新型冠状病毒肺炎,Disease,形态学改变,1.60466E+18,肺间质纤维化,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）
1.58562E+18,新型冠状病毒肺炎,Disease,形态学改变,1.60466E+18,脾脏缩小,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）
1.58562E+18,新型冠状病毒肺炎,Disease,形态学改变,1.60466E+18,脾脏白髓萎缩,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）
