1.59E+18,新型冠状病毒,organism,Inactivated_substance,1.57E+18,乙醚,substance,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒,organism,Inactivated_substance,1.60E+18,75%乙醇,substance,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒,organism,Inactivated_substance,1.60E+18,含氯消毒剂,substance,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒,organism,Inactivated_substance,1.57E+18,氯仿,substance,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,肺脏呈不同程度的实变,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,弥漫性肺泡损伤,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,渗出性肺泡炎,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒,organism,Inactivated_substance,1.57E+18,过氧乙酸,substance,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,肺泡隔充血,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,肺泡腔内见浆液,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,肺泡腔内见纤维蛋白性渗出物,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,肺泡腔内透明膜形成,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,II型肺泡上皮细胞增生,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,肺泡隔水肿,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,肺泡隔单核细胞浸润,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,肺泡隔淋巴细胞浸润,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,少数肺泡过度充气,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,肺泡隔断裂,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,肺泡隔囊腔形成,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,肺内各级支气管黏膜部分上皮脱落,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,肺内各级支气管腔内可见渗出物和黏液,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,小支气管黏液栓形成,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,细支气管黏液栓形成,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,肺血管炎,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,肺血栓形成,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,肺血栓栓塞,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,肺组织灶性出血,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,肺组织出血性梗死,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,肺细菌感染,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,肺真菌感染,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,肺泡腔渗出物机化,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,肺间质纤维化,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,脾脏缩小,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,脾脏白髓萎缩,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,脾脏红髓充血,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,脾脏内巨噬细胞增生,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,脾脏贫血性梗死,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,肺门淋巴结坏死,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,骨髓造血细胞增生,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,骨髓造血细胞数量减少,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,骨髓造血细胞粒红比例增高,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,噬血现象,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,心肌细胞变性,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,心肌细胞坏死,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,心肌细胞间质充血,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,心肌细胞水肿,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,心肌细胞见少数单核细胞浸润,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,心肌细胞见淋巴细胞浸润,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,心肌细胞见中性粒细胞浸润,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,小血管内皮细胞脱落,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,小血管内膜炎症,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,小血管全层炎症,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,肝细胞变性,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,肝细胞灶性坏死,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,肝细胞中性粒细胞浸润,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,肝血窦充血,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,汇管区见淋巴细胞浸润,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,汇管区见单核细胞浸润,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,汇管区微血栓形成,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,胆囊高度充盈,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,肾小球毛细血管充血,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,肾小球节段性纤维素样坏死,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,肾小球球囊腔内见蛋白性渗出物,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,肾近端小管上皮变性,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,肾近端小管部分细胞坏死,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
1.59E+18,新型冠状病毒肺炎,Disease,Morphological_changes,1.60E+18,肾近端小管细胞脱落,Abstructure,0,新型冠状病毒肺炎诊疗方案（试行第八版）,
